1
0.0000000000E-1 5.0000000000E-1 5.0000000000E-1
1.0000000000E-3 5.0000008835E-1 4.9965015902E-1
2.0000000000E-3 5.0000035154E-1 4.9930063275E-1
3.0000000000E-3 5.0000078941E-1 4.9895142089E-1
4.0000000000E-3 5.0000140181E-1 4.9860252315E-1
5.0000000000E-3 5.0000218858E-1 4.9825393923E-1
6.0000000000E-3 5.0000314957E-1 4.9790566884E-1
7.0000000000E-3 5.0000428462E-1 4.9755771168E-1
8.0000000000E-3 5.0000559357E-1 4.9721006748E-1
9.0000000000E-3 5.0000707627E-1 4.9686273593E-1
1.0000000000E-2 5.0000873256E-1 4.9651571674E-1
1.1000000000E-2 5.0001056229E-1 4.9616900962E-1
1.2000000000E-2 5.0001256531E-1 4.9582261428E-1
1.3000000000E-2 5.0001474146E-1 4.9547653043E-1
1.4000000000E-2 5.0001709059E-1 4.9513075778E-1
1.5000000000E-2 5.0001961255E-1 4.9478529604E-1
1.6000000000E-2 5.0002230718E-1 4.9444014491E-1
1.7000000000E-2 5.0002517433E-1 4.9409530411E-1
1.8000000000E-2 5.0002821384E-1 4.9375077335E-1
1.9000000000E-2 5.0003142558E-1 4.9340655234E-1
2.0000000000E-2 5.0003480938E-1 4.9306264079E-1
2.1000000000E-2 5.0003836509E-1 4.9271903841E-1
2.2000000000E-2 5.0004209256E-1 4.9237574491E-1
2.3000000000E-2 5.0004599165E-1 4.9203276000E-1
2.4000000000E-2 5.0005006220E-1 4.9169008341E-1
2.5000000000E-2 5.0005430406E-1 4.9134771483E-1
2.6000000000E-2 5.0005871709E-1 4.9100565398E-1
2.7000000000E-2 5.0006330113E-1 4.9066390057E-1
2.8000000000E-2 5.0006805603E-1 4.9032245432E-1
2.9000000000E-2 5.0007298165E-1 4.8998131494E-1
3.0000000000E-2 5.0007807783E-1 4.8964048214E-1
3.1000000000E-2 5.0008334444E-1 4.8929995564E-1
3.2000000000E-2 5.0008878131E-1 4.8895973516E-1
3.3000000000E-2 5.0009438831E-1 4.8861982039E-1
3.4000000000E-2 5.0010016529E-1 4.8828021107E-1
3.5000000000E-2 5.0010611210E-1 4.8794090690E-1
3.6000000000E-2 5.0011222859E-1 4.8760190761E-1
3.7000000000E-2 5.0011851462E-1 4.8726321290E-1
3.8000000000E-2 5.0012497004E-1 4.8692482249E-1
3.9000000000E-2 5.0013159471E-1 4.8658673610E-1
4.0000000000E-2 5.0013838848E-1 4.8624895344E-1
4.1000000000E-2 5.0014535121E-1 4.8591147423E-1
4.2000000000E-2 5.0015248274E-1 4.8557429819E-1
4.3000000000E-2 5.0015978295E-1 4.8523742503E-1
4.4000000000E-2 5.0016725167E-1 4.8490085447E-1
4.5000000000E-2 5.0017488878E-1 4.8456458624E-1
4.6000000000E-2 5.0018269412E-1 4.8422862003E-1
4.7000000000E-2 5.0019066755E-1 4.8389295558E-1
4.8000000000E-2 5.0019880894E-1 4.8355759261E-1
4.9000000000E-2 5.0020711813E-1 4.8322253083E-1
5.0000000000E-2 5.0021559499E-1 4.8288776995E-1
5.1000000000E-2 5.0022423937E-1 4.8255330971E-1
5.2000000000E-2 5.0023305113E-1 4.8221914981E-1
5.3000000000E-2 5.0024203013E-1 4.8188528998E-1
5.4000000000E-2 5.0025117623E-1 4.8155172994E-1
5.5000000000E-2 5.0026048929E-1 4.8121846941E-1
5.6000000000E-2 5.0026996917E-1 4.8088550810E-1
5.7000000000E-2 5.0027961572E-1 4.8055284574E-1
5.8000000000E-2 5.0028942882E-1 4.8022048206E-1
5.9000000000E-2 5.0029940831E-1 4.7988841676E-1
6.0000000000E-2 5.0030955406E-1 4.7955664958E-1
6.1000000000E-2 5.0031986593E-1 4.7922518023E-1
6.2000000000E-2 5.0033034378E-1 4.7889400844E-1
6.3000000000E-2 5.0034098748E-1 4.7856313393E-1
6.4000000000E-2 5.0035179688E-1 4.7823255641E-1
6.5000000000E-2 5.0036277185E-1 4.7790227562E-1
6.6000000000E-2 5.0037391224E-1 4.7757229128E-1
6.7000000000E-2 5.0038521793E-1 4.7724260311E-1
6.8000000000E-2 5.0039668878E-1 4.7691321083E-1
6.9000000000E-2 5.0040832465E-1 4.7658411417E-1
7.0000000000E-2 5.0042012539E-1 4.7625531284E-1
7.1000000000E-2 5.0043209089E-1 4.7592680659E-1
7.2000000000E-2 5.0044422099E-1 4.7559859512E-1
7.3000000000E-2 5.0045651557E-1 4.7527067817E-1
7.4000000000E-2 5.0046897449E-1 4.7494305546E-1
7.5000000000E-2 5.0048159761E-1 4.7461572671E-1
7.6000000000E-2 5.0049438481E-1 4.7428869165E-1
7.7000000000E-2 5.0050733594E-1 4.7396195001E-1
7.8000000000E-2 5.0052045087E-1 4.7363550151E-1
7.9000000000E-2 5.0053372947E-1 4.7330934588E-1
8.0000000000E-2 5.0054717161E-1 4.7298348285E-1
8.1000000000E-2 5.0056077714E-1 4.7265791214E-1
8.2000000000E-2 5.0057454595E-1 4.7233263348E-1
8.3000000000E-2 5.0058847789E-1 4.7200764659E-1
8.4000000000E-2 5.0060257283E-1 4.7168295121E-1
8.5000000000E-2 5.0061683065E-1 4.7135854707E-1
8.6000000000E-2 5.0063125121E-1 4.7103443388E-1
8.7000000000E-2 5.0064583437E-1 4.7071061138E-1
8.8000000000E-2 5.0066058001E-1 4.7038707930E-1
8.9000000000E-2 5.0067548799E-1 4.7006383737E-1
9.0000000000E-2 5.0069055819E-1 4.6974088531E-1
9.1000000000E-2 5.0070579048E-1 4.6941822285E-1
9.2000000000E-2 5.0072118471E-1 4.6909584973E-1
9.3000000000E-2 5.0073674078E-1 4.6877376568E-1
9.4000000000E-2 5.0075245853E-1 4.6845197042E-1
9.5000000000E-2 5.0076833786E-1 4.6813046369E-1
9.6000000000E-2 5.0078437861E-1 4.6780924521E-1
9.7000000000E-2 5.0080058068E-1 4.6748831472E-1
9.8000000000E-2 5.0081694392E-1 4.6716767195E-1
9.9000000000E-2 5.0083346822E-1 4.6684731663E-1
1.0000000000E-1 5.0085015344E-1 4.6652724849E-1
1.0100000000E-1 5.0086699945E-1 4.6620746726E-1
1.0200000000E-1 5.0088400613E-1 4.6588797268E-1
1.0300000000E-1 5.0090117335E-1 4.6556876447E-1
1.0400000000E-1 5.0091850099E-1 4.6524984238E-1
1.0500000000E-1 5.0093598891E-1 4.6493120613E-1
1.0600000000E-1 5.0095363699E-1 4.6461285546E-1
1.0700000000E-1 5.0097144510E-1 4.6429479010E-1
1.0800000000E-1 5.0098941313E-1 4.6397700979E-1
1.0900000000E-1 5.0100754093E-1 4.6365951425E-1
1.1000000000E-1 5.0102582839E-1 4.6334230322E-1
1.1100000000E-1 5.0104427539E-1 4.6302537645E-1
1.1200000000E-1 5.0106288179E-1 4.6270873365E-1
1.1300000000E-1 5.0108164748E-1 4.6239237457E-1
1.1400000000E-1 5.0110057233E-1 4.6207629895E-1
1.1500000000E-1 5.0111965621E-1 4.6176050651E-1
1.1600000000E-1 5.0113889900E-1 4.6144499700E-1
1.1700000000E-1 5.0115830058E-1 4.6112977014E-1
1.1800000000E-1 5.0117786082E-1 4.6081482568E-1
1.1900000000E-1 5.0119757960E-1 4.6050016336E-1
1.2000000000E-1 5.0121745681E-1 4.6018578290E-1
1.2100000000E-1 5.0123749231E-1 4.5987168405E-1
1.2200000000E-1 5.0125768598E-1 4.5955786655E-1
1.2300000000E-1 5.0127803771E-1 4.5924433012E-1
1.2400000000E-1 5.0129854737E-1 4.5893107452E-1
1.2500000000E-1 5.0131921483E-1 4.5861809947E-1
1.2600000000E-1 5.0134003999E-1 4.5830540472E-1
1.2700000000E-1 5.0136102271E-1 4.5799299000E-1
1.2800000000E-1 5.0138216288E-1 4.5768085505E-1
1.2900000000E-1 5.0140346037E-1 4.5736899962E-1
1.3000000000E-1 5.0142491507E-1 4.5705742343E-1
1.3100000000E-1 5.0144652686E-1 4.5674612624E-1
1.3200000000E-1 5.0146829561E-1 4.5643510778E-1
1.3300000000E-1 5.0149022121E-1 4.5612436779E-1
1.3400000000E-1 5.0151230354E-1 4.5581390601E-1
1.3500000000E-1 5.0153454248E-1 4.5550372218E-1
1.3600000000E-1 5.0155693790E-1 4.5519381605E-1
1.3700000000E-1 5.0157948970E-1 4.5488418734E-1
1.3800000000E-1 5.0160219776E-1 4.5457483581E-1
1.3900000000E-1 5.0162506195E-1 4.5426576120E-1
1.4000000000E-1 5.0164808216E-1 4.5395696325E-1
1.4100000000E-1 5.0167125827E-1 4.5364844169E-1
1.4200000000E-1 5.0169459017E-1 4.5334019628E-1
1.4300000000E-1 5.0171807773E-1 4.5303222676E-1
1.4400000000E-1 5.0174172085E-1 4.5272453286E-1
1.4500000000E-1 5.0176551940E-1 4.5241711433E-1
1.4600000000E-1 5.0178947327E-1 4.5210997091E-1
1.4700000000E-1 5.0181358234E-1 4.5180310236E-1
1.4800000000E-1 5.0183784649E-1 4.5149650840E-1
1.4900000000E-1 5.0186226562E-1 4.5119018879E-1
1.5000000000E-1 5.0188683961E-1 4.5088414327E-1
1.5100000000E-1 5.0191156834E-1 4.5057837159E-1
1.5200000000E-1 5.0193645169E-1 4.5027287348E-1
1.5300000000E-1 5.0196148956E-1 4.4996764870E-1
1.5400000000E-1 5.0198668182E-1 4.4966269698E-1
1.5500000000E-1 5.0201202837E-1 4.4935801808E-1
1.5600000000E-1 5.0203752910E-1 4.4905361174E-1
1.5700000000E-1 5.0206318387E-1 4.4874947771E-1
1.5800000000E-1 5.0208899260E-1 4.4844561573E-1
1.5900000000E-1 5.0211495515E-1 4.4814202555E-1
1.6000000000E-1 5.0214107143E-1 4.4783870692E-1
1.6100000000E-1 5.0216734131E-1 4.4753565958E-1
1.6200000000E-1 5.0219376468E-1 4.4723288328E-1
1.6300000000E-1 5.0222034144E-1 4.4693037776E-1
1.6400000000E-1 5.0224707146E-1 4.4662814279E-1
1.6500000000E-1 5.0227395465E-1 4.4632617809E-1
1.6600000000E-1 5.0230099088E-1 4.4602448343E-1
1.6700000000E-1 5.0232818005E-1 4.4572305855E-1
1.6800000000E-1 5.0235552205E-1 4.4542190319E-1
1.6900000000E-1 5.0238301676E-1 4.4512101712E-1
1.7000000000E-1 5.0241066408E-1 4.4482040007E-1
1.7100000000E-1 5.0243846389E-1 4.4452005180E-1
1.7200000000E-1 5.0246641608E-1 4.4421997205E-1
