1
0.0000000000E-1 5.0000000000E-1 0.0000000000E-1 1.0000000000E-1 0.0000000000E-1
1.0000000000E-2 4.9997300035E-1 -5.9998251037E-3 9.9984700288E-2 -3.3998561226E-3
2.0000000000E-2 4.9988600634E-1 -1.1998590321E-2 9.9935405219E-2 -6.7988403252E-3
3.0000000000E-2 4.9973903335E-1 -1.7995236226E-2 9.9852127435E-2 -1.0196081010E-2
4.0000000000E-2 4.9953210732E-1 -2.3988704309E-2 9.9734888291E-2 -1.3590707225E-2
5.0000000000E-2 4.9926526480E-1 -2.9977937437E-2 9.9583717847E-2 -1.6981848981E-2
6.0000000000E-2 4.9893855288E-1 -3.5961880310E-2 9.9398654859E-2 -2.0368637582E-2
7.0000000000E-2 4.9855202922E-1 -4.1939479915E-2 9.9179746762E-2 -2.3750205934E-2
8.0000000000E-2 4.9810576196E-1 -4.7909685983E-2 9.8927049653E-2 -2.7125688877E-2
9.0000000000E-2 4.9759982976E-1 -5.3871451437E-2 9.8640628270E-2 -3.0494223492E-2
1.0000000000E-1 4.9703432172E-1 -5.9823732846E-2 9.8320555972E-2 -3.3854949429E-2
1.1000000000E-1 4.9640933737E-1 -6.5765490865E-2 9.7966914707E-2 -3.7207009216E-2
1.2000000000E-1 4.9572498661E-1 -7.1695690685E-2 9.7579794982E-2 -4.0549548576E-2
1.3000000000E-1 4.9498138964E-1 -7.7613302469E-2 9.7159295833E-2 -4.3881716740E-2
1.4000000000E-1 4.9417867696E-1 -8.3517301788E-2 9.6705524787E-2 -4.7202666758E-2
1.5000000000E-1 4.9331698930E-1 -8.9406670056E-2 9.6218597822E-2 -5.0511555807E-2
1.6000000000E-1 4.9239647752E-1 -9.5280394953E-2 9.5698639324E-2 -5.3807545501E-2
1.7000000000E-1 4.9141730258E-1 -1.0113747085E-1 9.5145782041E-2 -5.7089802190E-2
1.8000000000E-1 4.9037963547E-1 -1.0697689924E-1 9.4560167038E-2 -6.0357497266E-2
1.9000000000E-1 4.8928365714E-1 -1.1279768911E-1 9.3941943639E-2 -6.3609807462E-2
2.0000000000E-1 4.8812955840E-1 -1.1859885740E-1 9.3291269376E-2 -6.6845915147E-2
2.1000000000E-1 4.8691753986E-1 -1.2437942937E-1 9.2608309934E-2 -7.0065008620E-2
2.2000000000E-1 4.8564781184E-1 -1.3013843900E-1 9.1893239084E-2 -7.3266282400E-2
2.3000000000E-1 4.8432059427E-1 -1.3587492938E-1 9.1146238624E-2 -7.6448937515E-2
2.4000000000E-1 4.8293611662E-1 -1.4158795311E-1 9.0367498311E-2 -7.9612181783E-2
2.5000000000E-1 4.8149461779E-1 -1.4727657263E-1 8.9557215792E-2 -8.2755230093E-2
2.6000000000E-1 4.7999634599E-1 -1.5293986063E-1 8.8715596533E-2 -8.5877304683E-2
2.7000000000E-1 4.7844155867E-1 -1.5857690039E-1 8.7842853744E-2 -8.8977635411E-2
2.8000000000E-1 4.7683052241E-1 -1.6418678612E-1 8.6939208299E-2 -9.2055460026E-2
2.9000000000E-1 4.7516351277E-1 -1.6976862332E-1 8.6004888660E-2 -9.5110024429E-2
3.0000000000E-1 4.7344081424E-1 -1.7532152913E-1 8.5040130793E-2 -9.8140582937E-2
3.1000000000E-1 4.7166272004E-1 -1.8084463262E-1 8.4045178079E-2 -1.0114639854E-1
3.2000000000E-1 4.6982953207E-1 -1.8633707512E-1 8.3020281231E-2 -1.0412674314E-1
3.3000000000E-1 4.6794156077E-1 -1.9179801054E-1 8.1965698203E-2 -1.0708089783E-1
3.4000000000E-1 4.6599912497E-1 -1.9722660566E-1 8.0881694093E-2 -1.1000815310E-1
3.5000000000E-1 4.6400255176E-1 -2.0262204042E-1 7.9768541055E-2 -1.1290780909E-1
3.6000000000E-1 4.6195217640E-1 -2.0798350821E-1 7.8626518193E-2 -1.1577917583E-1
3.7000000000E-1 4.5984834213E-1 -2.1331021612E-1 7.7455911468E-2 -1.1862157347E-1
3.8000000000E-1 4.5769140007E-1 -2.1860138524E-1 7.6257013593E-2 -1.2143433249E-1
3.9000000000E-1 4.5548170906E-1 -2.2385625085E-1 7.5030123927E-2 -1.2421679391E-1
4.0000000000E-1 4.5321963553E-1 -2.2907406272E-1 7.3775548373E-2 -1.2696830954E-1
4.1000000000E-1 4.5090555332E-1 -2.3425408531E-1 7.2493599264E-2 -1.2968824216E-1
4.2000000000E-1 4.4853984360E-1 -2.3939559801E-1 7.1184595259E-2 -1.3237596572E-1
4.3000000000E-1 4.4612289464E-1 -2.4449789531E-1 6.9848861223E-2 -1.3503086555E-1
4.4000000000E-1 4.4365510172E-1 -2.4956028706E-1 6.8486728116E-2 -1.3765233854E-1
4.5000000000E-1 4.4113686695E-1 -2.5458209859E-1 6.7098532878E-2 -1.4023979335E-1
4.6000000000E-1 4.3856859910E-1 -2.5956267096E-1 6.5684618308E-2 -1.4279265056E-1
4.7000000000E-1 4.3595071347E-1 -2.6450136107E-1 6.4245332945E-2 -1.4531034287E-1
4.8000000000E-1 4.3328363172E-1 -2.6939754183E-1 6.2781030946E-2 -1.4779231524E-1
4.9000000000E-1 4.3056778170E-1 -2.7425060234E-1 6.1292071962E-2 -1.5023802510E-1
5.0000000000E-1 4.2780359732E-1 -2.7905994798E-1 5.9778821014E-2 -1.5264694246E-1
5.1000000000E-1 4.2499151833E-1 -2.8382500055E-1 5.8241648365E-2 -1.5501855008E-1
5.2000000000E-1 4.2213199020E-1 -2.8854519839E-1 5.6680929391E-2 -1.5735234365E-1
