1
2.2100000000E0 1.0068756585E-1 1.8484537545E-1 -1.5961551032E0
2.2200000000E0 1.0254773018E-1 1.8745249765E-1 -1.6041538546E0
2.2300000000E0 1.0443408312E-1 1.9008573834E-1 -1.6120921912E0
2.2400000000E0 1.0634688663E-1 1.9274526934E-1 -1.6199693190E0
2.2500000000E0 1.0828640439E-1 1.9543126292E-1 -1.6277844504E0
2.2600000000E0 1.1025290181E-1 1.9814389165E-1 -1.6355368039E0
2.2700000000E0 1.1224664600E-1 2.0088332844E-1 -1.6432256043E0
2.2800000000E0 1.1426790583E-1 2.0364974648E-1 -1.6508500826E0
2.2900000000E0 1.1631695190E-1 2.0644331917E-1 -1.6584094764E0
2.3000000000E0 1.1839405653E-1 2.0926422009E-1 -1.6659030298E0
2.3100000000E0 1.2049949378E-1 2.1211262294E-1 -1.6733299935E0
2.3200000000E0 1.2263353946E-1 2.1498870152E-1 -1.6806896247E0
2.3300000000E0 1.2479647111E-1 2.1789262960E-1 -1.6879811875E0
2.3400000000E0 1.2698856799E-1 2.2082458096E-1 -1.6952039528E0
2.3500000000E0 1.2921011114E-1 2.2378472925E-1 -1.7023571982E0
2.3600000000E0 1.3146138329E-1 2.2677324793E-1 -1.7094402085E0
2.3700000000E0 1.3374266893E-1 2.2979031026E-1 -1.7164522754E0
2.3800000000E0 1.3605425427E-1 2.3283608915E-1 -1.7233926976E0
2.3900000000E0 1.3839642726E-1 2.3591075717E-1 -1.7302607811E0
2.4000000000E0 1.4076947757E-1 2.3901448637E-1 -1.7370558392E0
2.4100000000E0 1.4317369657E-1 2.4214744829E-1 -1.7437771923E0
2.4200000000E0 1.4560937737E-1 2.4530981382E-1 -1.7504241682E0
2.4300000000E0 1.4807681477E-1 2.4850175312E-1 -1.7569961024E0
2.4400000000E0 1.5057630527E-1 2.5172343553E-1 -1.7634923376E0
2.4500000000E0 1.5310814705E-1 2.5497502947E-1 -1.7699122242E0
2.4600000000E0 1.5567263999E-1 2.5825670233E-1 -1.7762551202E0
2.4700000000E0 1.5827008562E-1 2.6156862038E-1 -1.7825203913E0
2.4800000000E0 1.6090078714E-1 2.6491094862E-1 -1.7887074110E0
2.4900000000E0 1.6356504940E-1 2.6828385069E-1 -1.7948155606E0
2.5000000000E0 1.6626317885E-1 2.7168748876E-1 -1.8008442294E0
2.5100000000E0 1.6899548359E-1 2.7512202335E-1 -1.8067928143E0
2.5200000000E0 1.7176227329E-1 2.7858761326E-1 -1.8126607207E0
2.5300000000E0 1.7456385922E-1 2.8208441538E-1 -1.8184473616E0
2.5400000000E0 1.7740055420E-1 2.8561258456E-1 -1.8241521585E0
2.5500000000E0 1.8027267258E-1 2.8917227347E-1 -1.8297745409E0
2.5600000000E0 1.8318053024E-1 2.9276363244E-1 -1.8353139464E0
2.5700000000E0 1.8612444455E-1 2.9638680928E-1 -1.8407698213E0
2.5800000000E0 1.8910473434E-1 3.0004194913E-1 -1.8461416199E0
2.5900000000E0 1.9212171989E-1 3.0372919425E-1 -1.8514288050E0
2.6000000000E0 1.9517572288E-1 3.0744868388E-1 -1.8566308479E0
2.6100000000E0 1.9826706636E-1 3.1120055404E-1 -1.8617472285E0
2.6200000000E0 2.0139607475E-1 3.1498493728E-1 -1.8667774350E0
2.6300000000E0 2.0456307376E-1 3.1880196254E-1 -1.8717209646E0
2.6400000000E0 2.0776839036E-1 3.2265175491E-1 -1.8765773227E0
2.6500000000E0 2.1101235279E-1 3.2653443539E-1 -1.8813460238E0
2.6600000000E0 2.1429529045E-1 3.3045012069E-1 -1.8860265911E0
2.6700000000E0 2.1761753391E-1 3.3439892297E-1 -1.8906185564E0
2.6800000000E0 2.2097941480E-1 3.3838094960E-1 -1.8951214606E0
2.6900000000E0 2.2438126585E-1 3.4239630290E-1 -1.8995348534E0
2.7000000000E0 2.2782342076E-1 3.4644507989E-1 -1.9038582934E0
2.7100000000E0 2.3130621419E-1 3.5052737197E-1 -1.9080913484E0
2.7200000000E0 2.3482998167E-1 3.5464326470E-1 -1.9122335949E0
2.7300000000E0 2.3839505958E-1 3.5879283745E-1 -1.9162846189E0
2.7400000000E0 2.4200178505E-1 3.6297616310E-1 -1.9202440152E0
2.7500000000E0 2.4565049590E-1 3.6719330776E-1 -1.9241113878E0
2.7600000000E0 2.4934153061E-1 3.7144433042E-1 -1.9278863500E0
2.7700000000E0 2.5307522819E-1 3.7572928259E-1 -1.9315685244E0
2.7800000000E0 2.5685192813E-1 3.8004820798E-1 -1.9351575427E0
2.7900000000E0 2.6067197035E-1 3.8440114213E-1 -1.9386530460E0
2.8000000000E0 2.6453569505E-1 3.8878811202E-1 -1.9420546847E0
2.8100000000E0 2.6844344267E-1 3.9320913573E-1 -1.9453621188E0
2.8200000000E0 2.7239555382E-1 3.9766422195E-1 -1.9485750175E0
2.8300000000E0 2.7639236910E-1 4.0215336969E-1 -1.9516930594E0
2.8400000000E0 2.8043422911E-1 4.0667656774E-1 -1.9547159328E0
2.8500000000E0 2.8452147424E-1 4.1123379431E-1 -1.9576433354E0
2.8600000000E0 2.8865444466E-1 4.1582501652E-1 -1.9604749745E0
2.8700000000E0 2.9283348011E-1 4.2045018999E-1 -1.9632105668E0
2.8800000000E0 2.9705891988E-1 4.2510925831E-1 -1.9658498389E0
2.8900000000E0 3.0133110262E-1 4.2980215255E-1 -1.9683925268E0
2.9000000000E0 3.0565036621E-1 4.3452879079E-1 -1.9708383762E0
2.9100000000E0 3.1001704769E-1 4.3928907753E-1 -1.9731871426E0
2.9200000000E0 3.1443148306E-1 4.4408290320E-1 -1.9754385911E0
2.9300000000E0 3.1889400717E-1 4.4891014356E-1 -1.9775924966E0
2.9400000000E0 3.2340495353E-1 4.5377065916E-1 -1.9796486436E0
2.9500000000E0 3.2796465423E-1 4.5866429472E-1 -1.9816068265E0
2.9600000000E0 3.3257343969E-1 4.6359087852E-1 -1.9834668496E0
2.9700000000E0 3.3723163858E-1 4.6855022181E-1 -1.9852285268E0
2.9800000000E0 3.4193957756E-1 4.7354211812E-1 -1.9868916820E0
2.9900000000E0 3.4669758118E-1 4.7856634261E-1 -1.9884561488E0
3.0000000000E0 3.5150597163E-1 4.8362265141E-1 -1.9899217708E0
3.0100000000E0 3.5636506859E-1 4.8871078091E-1 -1.9912884014E0
3.0200000000E0 3.6127518901E-1 4.9383044702E-1 -1.9925559040E0
3.0300000000E0 3.6623664688E-1 4.9898134447E-1 -1.9937241519E0
3.0400000000E0 3.7124975308E-1 5.0416314601E-1 -1.9947930281E0
3.0500000000E0 3.7631481508E-1 5.0937550169E-1 -1.9957624259E0
3.0600000000E0 3.8143213677E-1 5.1461803802E-1 -1.9966322483E0
3.0700000000E0 3.8660201819E-1 5.1989035718E-1 -1.9974024082E0
3.0800000000E0 3.9182475527E-1 5.2519203616E-1 -1.9980728287E0
3.0900000000E0 3.9710063963E-1 5.3052262593E-1 -1.9986434428E0
3.1000000000E0 4.0242995825E-1 5.3588165056E-1 -1.9991141933E0
3.1100000000E0 4.0781299322E-1 5.4126860632E-1 -1.9994850333E0
3.1200000000E0 4.1325002151E-1 5.4668296076E-1 -1.9997559256E0
3.1300000000E0 4.1874131457E-1 5.5212415179E-1 -1.9999268431E0
3.1400000000E0 4.2428713815E-1 5.5759158669E-1 -1.9999977687E0
3.1500000000E0 4.2988775189E-1 5.6308464118E-1 -1.9999686954E0
3.1600000000E0 4.3554340907E-1 5.6860265838E-1 -1.9998396261E0
3.1700000000E0 4.4125435622E-1 5.7414494781E-1 -1.9996105736E0
3.1800000000E0 4.4702083285E-1 5.7971078437E-1 -1.9992815609E0
3.1900000000E0 4.5284307102E-1 5.8529940724E-1 -1.9988526208E0
3.2000000000E0 4.5872129504E-1 5.9091001882E-1 -1.9983237963E0
3.2100000000E0 4.6465572107E-1 5.9654178367E-1 -1.9976951403E0
3.2200000000E0 4.7064655675E-1 6.0219382732E-1 -1.9969667156E0
3.2300000000E0 4.7669400077E-1 6.0786523519E-1 -1.9961385950E0
3.2400000000E0 4.8279824251E-1 6.1355505143E-1 -1.9952108614E0
3.2500000000E0 4.8895946160E-1 6.1926227771E-1 -1.9941836075E0
3.2600000000E0 4.9517782749E-1 6.2498587207E-1 -1.9930569360E0
3.2700000000E0 5.0145349901E-1 6.3072474770E-1 -1.9918309597E0
3.2800000000E0 5.0778662390E-1 6.3647777169E-1 -1.9905058012E0
3.2900000000E0 5.1417733838E-1 6.4224376385E-1 -1.9890815928E0
3.3000000000E0 5.2062576665E-1 6.4802149538E-1 -1.9875584771E0
3.3100000000E0 5.2713202038E-1 6.5380968768E-1 -1.9859366064E0
3.3200000000E0 5.3369619824E-1 6.5960701100E-1 -1.9842161428E0
3.3300000000E0 5.4031838536E-1 6.6541208319E-1 -1.9823972585E0
3.3400000000E0 5.4699865283E-1 6.7122346839E-1 -1.9804801352E0
3.3500000000E0 5.5373705710E-1 6.7703967572E-1 -1.9784649647E0
3.3600000000E0 5.6053363947E-1 6.8285915792E-1 -1.9763519485E0
3.3700000000E0 5.6738842554E-1 6.8868031008E-1 -1.9741412980E0
3.3800000000E0 5.7430142455E-1 6.9450146830E-1 -1.9718332341E0
3.3900000000E0 5.8127262886E-1 7.0032090830E-1 -1.9694279876E0
3.4000000000E0 5.8830201329E-1 7.0613684414E-1 -1.9669257992E0
3.4100000000E0 5.9538953455E-1 7.1194742688E-1 -1.9643269190E0
3.4200000000E0 6.0253513055E-1 7.1775074322E-1 -1.9616316069E0
3.4300000000E0 6.0973871976E-1 7.2354481418E-1 -1.9588401325E0
3.4400000000E0 6.1700020059E-1 7.2932759380E-1 -1.9559527748E0
3.4500000000E0 6.2431945066E-1 7.3509696780E-1 -1.9529698226E0
3.4600000000E0 6.3169632615E-1 7.4085075231E-1 -1.9498915742E0
3.4700000000E0 6.3913066107E-1 7.4658669257E-1 -1.9467183375E0
3.4800000000E0 6.4662226658E-1 7.5230246165E-1 -1.9434504297E0
3.4900000000E0 6.5417093021E-1 7.5799565925E-1 -1.9400881776E0
3.5000000000E0 6.6177641519E-1 7.6366381044E-1 -1.9366319175E0
3.5100000000E0 6.6943845963E-1 7.6930436448E-1 -1.9330819950E0
3.5200000000E0 6.7715677579E-1 7.7491469369E-1 -1.9294387651E0
3.5300000000E0 6.8493104933E-1 7.8049209227E-1 -1.9257025920E0
3.5400000000E0 6.9276093846E-1 7.8603377526E-1 -1.9218738494E0
3.5500000000E0 7.0064607321E-1 7.9153687752E-1 -1.9179529202E0
3.5600000000E0 7.0858605457E-1 7.9699845265E-1 -1.9139401965E0
3.5700000000E0 7.1658045371E-1 8.0241547215E-1 -1.9098360795E0
3.5800000000E0 7.2462881115E-1 8.0778482449E-1 -1.9056409797E0
3.5900000000E0 7.3273063590E-1 8.1310331427E-1 -1.9013553165E0
